record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,total,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,,,Sum of total,Column Labels,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52510,0,,,,,1,1,1989,19910404,19910404,4F-1706030800100.10,4F-1706030800100.10,4F1-17060308001-HUU,S,H,E,,20.15,,N,5000,38244,,,9,557,5000,115,38916,B,0.003,115,300,,PROGENY OF LOW BKD PARENTS,DWORSHAK NAT. HATCH,DWORSHAK NAT. HATCH,DWORSHAK,ID,SNAK,CLEA,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52508,0,,,,,1,1,1989,19910404,19910404,4F-1706030800100.10,4F-1706030800100.10,4F1-17060308001-HUU,S,H,E,,20.9,,N,5000,38836,,,9,823,5000,274,39933,B,0.007,122,300,,PROGENY OF LOW BKD PARENTS,DWORSHAK NAT. HATCH,DWORSHAK NAT. HATCH,DWORSHAK,ID,SNAK,CLEA,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53534,0,,,,,1,1,1993,19950413,19950414,4F-1706030800100.10,4F-1706030800100.10,4F1-17060308001-HUU,S,H,P,,29.8,,N,5000,60409,,,9,81733,5000,5303,147445,B,0.0807,265,322,,ERYTHROMYCIN INAD,DWORSHAK NAT. HATCH,DWORSHAK NAT. HATCH,DWORSHAK,ID,SNAK,CLEA,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53535,0,,,,,1,1,1993,19950413,19950414,4F-1706030800100.10,4F-1706030800100.10,4F1-17060308001-HUU,S,H,P,,34.6,,N,5000,59352,,,9,80301,5000,5585,145238,B,0.086,244,616,,ERYTHROMYCIN INAD,DWORSHAK NAT. HATCH,DWORSHAK NAT. HATCH,DWORSHAK,ID,SNAK,CLEA,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53532,0,,,,,1,1,1993,19950414,19950414,4F-1706030800100.10,4F-1706030800100.10,4F1-17060308001-HUU,S,H,B,,31.5,,N,5000,67729,,,9,5070,5000,2275,75074,B,0.0325,267,308,,ERYTHROMYCIN INAD,DWORSHAK NAT. HATCH,DWORSHAK NAT. HATCH,DWORSHAK,ID,SNAK,CLEA,C,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,71232,0,,,,,1,1,1994,19960405,19960405,5F335    0800440000,5F33539  H39    21,5F*335   85,S,H,B,,21.64,,N,5002,34379,,,5002,913,,,35292,,0.0259,260,348,,,LOOKINGGLASS CR,LOOKINGGLASS HATCH,ID RAPID R IDAHO,OR,SNAK,GRIA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000825,,,,,,1,3,1952,19530121,19530121,3F42001  300002 R,3F42001  300002 H,3F42001  290159 S,F,H,,,0.4,,,,,,,0,901214,,,901214,B,,,,,,KLICKITAT R  30.0002,KLICKITAT HATCHERY (YKFP),SPRING CR    29.0159,WA,CECR,KLIC,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000826,,,,,,1,3,1952,19530121,19530121,3F42001  300002 R,3F42001  300002 H,3F42001  290159 S,F,H,,,0.4,,,,,,,0,901215,,,901215,B,,,,,,KLICKITAT R  30.0002,KLICKITAT HATCHERY (YKFP),SPRING CR    29.0159,WA,CECR,KLIC,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000827,,,,,,1,3,1952,19530122,19530122,3F21902  240543 R,3F21902  240543 H,3F42001  290159 S,E,H,,,0.36,,,,,,,0,389360,,,389360,B,,,,,,NASELLE R    24.0543,NASELLE HATCHERY,SPRING CR    29.0159,WA,WILP,NASE,N,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53531,0,,,,,1,1,1993,19950414,19950414,4F-1706030800100.10,4F-1706030800100.10,4F1-17060308001-HUU,S,H,B,,31.1,,N,5000,66338,,,9,5717,5000,2908,74963,B,0.042,270,423,,ERYTHROMYCIN INAD,DWORSHAK NAT. HATCH,DWORSHAK NAT. HATCH,DWORSHAK,ID,SNAK,CLEA,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,50141,0,,,,,1,3,1977,19780531,19780531,3F42001  250297 R,3F42001  250297 H,3F42001  250297 S,S,H,P,,19.91,,N,5000,1187,,,9,685,5000,62,1934,,0.0496,,,,,ABERNATHY CR 25.0297,ABERNATHY SCDC HATCH,ABERNATHY CR 25.0297,WA,LOCR,GREL,C,,,,,,,,,,,,
T,4.1,20060830,FWS,NMFS,7,50451,0,,,,,1,3,1978,19790417,19790517,3F42001  250297 R,3F42001  250297 H,3F42001  250297 S,G,H,P,,6.03,,N,5000,48943,,,9,641587,5000,11705,702235,,0.193,45,,,,ABERNATHY CR 25.0297,ABERNATHY SCDC HATCH,ABERNATHY CR 25.0297,WA,LOCR,GREL,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53019,0,,,,,1,3,1992,19930415,19930515,3F42001  250297 R,3F42001  250297 H,3F42001  250297 S,G,H,P,,9.38,,N,5000,24385,,,9,28783,5000,582,53750,B,0.0233,20,300,,,ABERNATHY CR 25.0297,ABERNATHY SCDC HATCH,ABERNATHY CR 25.0297,WA,LOCR,GREL,C,,,,,,,,,,,,
T,4.1,20160809,ADFG,ADFG,1,40510,0,,,,,1,1,1975,19770501,19770501,1F1NE111 3210320,,1F1NE111 3210320,,W,,,,80,,5000,53,,,,,,,53,,0,,,,,TAKU R 111-32,NA,TAKU R 111-32,AK,TAWH,TAWHG,N,,,,,,,,,,,,
T,4.1,20160809,ADFG,ADFG,1,41294,12,,,,,1,1,2005,20061003,20061012,1F1SE101 7110040,,1F1SE101 7110040,G,W,,,3.2,65,N,5000,10479,,,,,,,10479,,0,,,,,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,AK,SEAK,SESE,N,,,,,,,,,,,,
T,4.1,20160809,ADFG,ADFG,1,41152,12,,,,,1,1,2004,20060403,20060424,1F1SE101 7510300,,1F1SE101 7510300,S,W,,,3.4,69,N,5000,16273,,,0,264192,5000,98,280563,,0.006,,,,,UNUK R 101-75,NA,UNUK R 101-75,AK,STUN,STUNG,N,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,50160,0,,,,,1,3,1977,19780531,19780531,3F42001  250297 R,3F42001  250297 H,3F42001  250297 S,S,H,P,,19.91,,N,5000,1805,,,9,683,5000,95,2583,,0.05,,,,,ABERNATHY CR 25.0297,ABERNATHY SCDC HATCH,ABERNATHY CR 25.0297,WA,LOCR,GREL,C,,,,,,,,,,,,
T,4.1,20060830,FWS,NMFS,7,50644,0,,,,,1,3,1979,19800408,19800515,3F42001  250297 R,3F42001  250297 H,3F42001  250297 S,S,H,P,,16.81,,N,5000,36335,,,9,437681,5000,1162,475178,,0.031,35,,,,ABERNATHY CR 25.0297,ABERNATHY SCDC HATCH,ABERNATHY CR 25.0297,WA,LOCR,GREL,C,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000839,,,,,,1,3,1952,19530219,19530219,3F42001  270002 R,3F42001  270017 H,3F42001  270017 S,G,H,,,0.78,,,,,,,0,180000,,,180000,B,,,,,,KALAMA R     27.0002,FALLERT CR HATCHERY,FALLERT CR   27.0017,WA,LOCR,LEWI,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000840,,,,,,1,3,1952,19530219,19530219,3F42001  250236 R,3F42001  270017 H,3F42001  270017 S,G,H,,,0.78,,,,,,,0,150000,,,150000,B,,,,,,ELOCHOMAN R  25.0236,FALLERT CR HATCHERY,FALLERT CR   27.0017,WA,LOCR,GREL,N,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52617,0,,,,,1,1,1990,19920415,19920415,3F42001  290160 R,3F42001  290160 H,3F42001  290023 S,S,H,P,,44.95,,N,5000,24995,,,9,58480,5000,1316,84791,B,0.05,0,100,,,WHITE SALMON 29.0160,WHITE SALMON R POND,WIND R       29.0023,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,H50703,1,,,,,1,3,1984,19850517,19850517,5F334    0700100000,3F42001  290159 H,3F42001  290001 S,G,H,K,,4.02,,N,5000,105406,,,9,4322,5000,1932,111660,,0.018,45,,,,COLUMBIA R-5,SPRING CR NFH,COLUMBIA (N BONNEVL),OR,LOCR,LOCRG,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,B50313,2,,,,,1,3,1985,19860506,19860506,5F334    0700100000,5F33499  H99    22,3F42001  290001 S02,G,H,B,,4.9,,N,5000,54598,,,9,91,5000,912,55601,,0.0164,2,,,HI DENSITY - 1X,COLUMBIA R-5,SOC SEC PENS (MCNARY,COLUMBIA R BRIGHTS,OR,LOCR,LOCRG,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,H50702,1,,,,,1,3,1984,19850517,19850517,5F334    0700100000,3F42001  290159 H,3F42001  290001 S,G,H,K,,6.42,,N,5000,99169,,,9,8011,5000,2411,109591,,0.0237,47,,,,COLUMBIA R-5,SPRING CR NFH,COLUMBIA (N BONNEVL),OR,LOCR,LOCRG,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,B50314,2,,,,,1,3,1985,19860506,19860506,5F334    0700100000,5F33499  H99    22,3F42001  290001 S02,G,H,B,,5,,N,5000,52387,,,9,806,5000,1711,54904,,0.0316,2,,,HI DENSITY - 1X,COLUMBIA R-5,SOC SEC PENS (MCNARY,COLUMBIA R BRIGHTS,OR,LOCR,LOCRG,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,B50315,2,,,,,1,3,1985,19860506,19860506,5F334    0700100000,5F33499  H99    22,3F42001  290001 S02,G,H,B,,4.7,,N,5000,52946,,,9,470,5000,1878,55294,,0.0343,2,,,HI DENSITY - 3X,COLUMBIA R-5,SOC SEC PENS (MCNARY,COLUMBIA R BRIGHTS,OR,LOCR,LOCRG,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,B50312,2,,,,,1,3,1985,19860506,19860506,5F334    0700100000,5F33499  H99    22,3F42001  290001 S02,G,H,B,,4.9,,N,5000,50840,,,9,575,5000,3203,54618,,0.0593,2,,,HI DENSITY - 2X,COLUMBIA R-5,SOC SEC PENS (MCNARY,COLUMBIA R BRIGHTS,OR,LOCR,LOCRG,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51859,0,,,,,1,3,1986,19870416,19870416,3F42001  290159 R,3F42001  290159 H,3F42001  290131 S02,G,H,K,,7.1,,N,5000,48971,,,9,239140,5000,651,288762,,0.0131,35,,,,SPRING CR    29.0159,SPRING CR NFH,LTL WHITE SALMON-NFH,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51913,0,,,,,1,3,1987,19880518,19880518,3F42001  290159 R,3F42001  290159 H,3F42001         S77,G,H,,,13.2,,N,5000,50445,,,9,490394,5000,1929,542768,,0.0368,,,,,SPRING CR    29.0159,SPRING CR NFH,TULE STOCK -COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51863,0,,,,,1,3,1986,19870521,19870521,3F42001  290159 R,3F42001  290159 H,3F42001  290131 S02,G,H,K,,10.8,,N,5000,46113,,,9,637054,5000,1681,684848,,0.0352,27,,,,SPRING CR    29.0159,SPRING CR NFH,LTL WHITE SALMON-NFH,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51914,0,,,,,1,3,1987,19880518,19880518,3F42001  290159 R,3F42001  290159 H,3F42001         S77,G,H,,,13.2,,N,5000,50956,,,9,489144,5000,1948,542048,,0.0368,,,,,SPRING CR    29.0159,SPRING CR NFH,TULE STOCK -COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52336,0,,,,,1,3,1989,19900517,19900517,3F42001  290159 R,3F42001  290159 H,3F42001  290001 S,G,H,K,,12.11,,N,5000,24420,,,9,209305,5000,485,234210,W,0.0195,26,154,,,SPRING CR    29.0159,SPRING CR NFH,COLUMBIA (N BONNEVL),WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51451,0,,,,,1,3,1987,19880518,19880518,3F42001  290159 R,3F42001  290159 H,3F42001         S71,G,H,,,12.17,,N,5000,25226,,,9,86298,5000,692,112216,,0.0267,,,,,SPRING CR    29.0159,SPRING CR NFH,MIXED COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51630,0,,,,,1,3,1989,19900315,19900517,3F42001  290159 R,3F42001  290159 H,3F42001  290001 S,G,H,K,,5.97,,N,5000,23956,,,9,241056,5000,479,265491,W,0.0196,16,204,,,SPRING CR    29.0159,SPRING CR NFH,COLUMBIA (N BONNEVL),WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51449,0,,,,,1,3,1987,19880407,19880407,3F42001  290159 R,3F42001  290159 H,3F42001         S71,G,H,,,7.45,,N,5000,24695,,,9,198270,5000,1624,224589,,0.0617,,,,,SPRING CR    29.0159,SPRING CR NFH,MIXED COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,54101,0,,,,,1,3,1976,19770418,19770418,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,5.88,,N,5000,87707,,,9,1376816,,,1464523,,,,,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51627,0,,,,,1,3,1989,19900315,19900517,3F42001  290159 R,3F42001  290159 H,3F42001  290001 S,G,H,K,,6.03,,N,5000,24971,,,9,63320,5000,137,88428,W,0.0055,11,183,,,SPRING CR    29.0159,SPRING CR NFH,COLUMBIA (N BONNEVL),WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51662,0,,,,,1,3,1987,19880518,19880518,3F42001  290159 R,3F42001  290159 H,3F42001         S71,G,H,,,10.81,,N,5000,24120,,,9,218205,5000,1723,244048,,0.0667,,,,,SPRING CR    29.0159,SPRING CR NFH,MIXED COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53758,0,,,,,1,3,1994,19950316,19950316,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,4.07,,N,5000,72102,,,9,3849531,5000,2884,3924517,B,0.0385,20,390,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52115,0,,,,,1,3,1990,19910516,19910516,3F42001  290159 R,3F42001  290159 H,3F42001  290001 S,G,H,K,,10.81,,N,5000,49134,,,9,994598,5000,1335,1045067,B,0.0265,20,189,,,SPRING CR    29.0159,SPRING CR NFH,COLUMBIA (N BONNEVL),WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51661,0,,,,,1,3,1987,19880407,19880407,3F42001  290159 R,3F42001  290159 H,3F42001         S71,G,H,,,6.69,,N,5000,23946,,,9,216047,5000,1710,241703,,0.0667,,,,,SPRING CR    29.0159,SPRING CR NFH,MIXED COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53760,0,,,,,1,3,1994,19950518,19950518,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,10.21,,N,5000,70551,,,9,1751383,5000,3587,1825521,B,0.0484,42,248,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52213,0,,,,,1,3,1989,19900412,19900412,3F42001  290159 R,3F42001  290159 H,3F42001  290001 S,G,H,K,,7.09,,N,5000,48491,,,9,890434,5000,1276,940201,W,0.0256,20,117,,,SPRING CR    29.0159,SPRING CR NFH,COLUMBIA (N BONNEVL),WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51923,0,,,,,1,3,1987,19880407,19880407,3F42001  290159 R,3F42001  290159 H,3F42001         S71,G,H,,,6.69,,N,5000,50332,,,9,1396249,5000,1133,1447714,,0.022,,,,,SPRING CR    29.0159,SPRING CR NFH,MIXED COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53761,0,,,,,1,3,1994,19950413,19950413,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,5.86,,N,5000,75559,,,9,1406547,5000,6355,1488461,B,0.0776,33,232,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51626,0,,,,,1,3,1989,19900315,19900517,3F42001  290159 R,3F42001  290159 H,3F42001  290001 S,G,H,K,,6.32,,N,5000,23963,,,9,62815,5000,1289,88067,W,0.051,19,333,,,SPRING CR    29.0159,SPRING CR NFH,COLUMBIA (N BONNEVL),WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51862,0,,,,,1,3,1986,19870416,19870416,3F42001  290159 R,3F42001  290159 H,3F42001         S71,G,H,K,,7.3,,N,5000,48073,,,9,1124576,5000,639,1173288,,0.0131,29,,,,SPRING CR    29.0159,SPRING CR NFH,MIXED COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53757,0,,,,,1,3,1994,19950316,19950316,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,4.06,,N,5000,70667,,,9,3941843,5000,4305,4016815,B,0.0574,20,418,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52018,0,,,,,1,3,1988,19890413,19890413,3F42001  290159 R,3F42001  290159 H,3F42001  290001 S,G,H,K,,6.72,,N,5000,49241,,,9,638504,5000,791,688536,W,0.0158,24,,,,SPRING CR    29.0159,SPRING CR NFH,COLUMBIA (N BONNEVL),WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51925,0,,,,,1,3,1987,19880407,19880407,3F42001  290159 R,3F42001  290159 H,3F42001         S71,G,H,,,6.69,,N,5000,51473,,,9,1398891,5000,1159,1451523,,0.022,,,,,SPRING CR    29.0159,SPRING CR NFH,MIXED COLUMBIA,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51646,0,,,,,1,3,1991,19920305,19920521,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,B,,6.83,,N,5000,20097,,,9,327889,5000,3796,351782,B,0.1589,41,214,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,50801,0,,,,,1,3,1973,19740430,19740430,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,3.49,,N,5000,229022,,,9,2551634,,,2780656,,,,,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52149,0,,,,,1,3,1992,19930318,19930318,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,3.04,,N,5000,49658,,,9,2058607,5000,239,2108504,B,0.0048,16,417,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,53243,0,,,,,1,3,1994,19950413,19950413,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,E,,5.86,,N,5000,48983,,,9,899821,5000,891,949695,B,0.0179,36,224,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52024,0,,,,,1,3,1988,19890518,19890518,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,12.01,,N,5000,49365,,,9,638239,5000,645,688249,W,0.0129,20,,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51645,0,,,,,1,3,1991,19920305,19920521,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,B,,6.91,,N,5000,21763,,,9,152164,5000,3284,177211,B,0.1311,42,244,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51501,0,,,,,1,3,1974,19750831,19750831,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,S,H,K,,37.83,,N,5000,96564,,,9,878954,,,975518,,,,,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,50202,0,,,,,1,3,1975,19760318,19760318,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,3.95,,N,5000,100608,,,9,10083087,,,10183695,,,,,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,51651,0,,,,,1,3,1992,19930318,19930520,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,5.64,,N,5000,24819,,,9,62237,5000,166,87222,B,0.0066,17,301,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,FWS,7,52732,0,,,,,1,3,1992,19930415,19930415,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,G,H,K,,5.04,,N,5000,48366,,,9,979689,5000,526,1028581,B,0.0108,37,372,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
T,4.1,20060830,FWS,NMFS,7,50642,0,,,,,1,3,1979,19800807,19800807,3F42001  290159 R,3F42001  290159 H,3F42001  290159 S,S,H,P,,23.89,,N,5000,23563,,,9,1088462,5000,456,1112481,,0.019,203,,,,SPRING CR    29.0159,SPRING CR NFH,SPRING CR    29.0159,WA,CECR,WIND,C,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000841,,,,,,1,3,1952,19530220,19530220,3F42001  250131 R,3F42001  270017 H,3F42001  270017 S,G,H,,,0.79,,,,,,,0,150000,,,150000,B,,,,,,GRAYS R -WF  25.0131,FALLERT CR HATCHERY,FALLERT CR   27.0017,WA,LOCR,GREL,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000842,,,,,,1,3,1952,19530220,19530220,3F42001  300002 R,3F42001  300002 H,3F42001  290159 S,G,H,,,0.99,,,,,,,0,549776,,,549776,B,,,,,,KLICKITAT R  30.0002,KLICKITAT HATCHERY (YKFP),SPRING CR    29.0159,WA,CECR,KLIC,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000846,,,,,,1,3,1952,19530302,19530302,3F21902  240356 R,3F21902  240356 H,3F42001  290159 S,G,H,,,0.91,,,,,,,0,81672,,,81672,B,,,,,,FORK CR      24.0356,FORKS CREEK HATCHERY,SPRING CR    29.0159,WA,WILP,WILR,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000847,,,,,,1,3,1952,19530302,19530302,3F21902  240356 R,3F21902  240356 H,3F42001  290159 S,G,H,,,0.79,,,,,,,0,57732,,,57732,B,,,,,,FORK CR      24.0356,FORKS CREEK HATCHERY,SPRING CR    29.0159,WA,WILP,WILR,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000849,,,,,,1,3,1952,19530303,19530303,3F10510  090072 R,3F10510  090072 H,3F10510  090072 S,F,H,,,0.47,,,,,,,0,108072,,,108072,B,,,,,,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000850,,,,,,1,3,1952,19530303,19530303,3F10510  090072 R,3F10510  090072 H,3F10510  090072 S,F,H,,,0.47,,,,,,,0,109020,,,109020,B,,,,,,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000851,,,,,,1,3,1952,19530303,19530303,3F10510  090087 R,3F10510  090072 H,3F10510  090072 S,F,H,,,0.47,,,,,,,0,107598,,,107598,B,,,,,,JENKINS CR   09.0087,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,75308,0,,,,,1,1,1992,19940410,19940410,5F335    0800440000,5F33539  H39    21,5F*335   85,S,H,B,,21.85,,N,5002,68693,0,1103,5002,1103,0,472,71371,,0.015,286,453,,100/5 RV CLIP; STANDARD DENSITY,LOOKINGGLASS CR,LOOKINGGLASS HATCH,ID RAPID R IDAHO,OR,SNAK,GRIA,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,CEDC,5,74007,0,,,,,1,3,1987,19880518,19880519,5F332    0100210000,5F33210  H10    22,5F332    13,,H,B,,7.4,,,5000,47255,,,5000,3843,0,201955,253053,W,0.091,9,,,,YOUNGS R & BAY,KLASKANINE S FK POND,BIG CR HATCHERY,OR,LOCR,YOCL,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000852,,,,,,1,3,1952,19530303,19530303,3F21902  240356 R,3F21902  240356 H,3F42001  290159 S,G,H,,,0.98,,,,,,,0,80960,,,80960,B,,,,,,FORK CR      24.0356,FORKS CREEK HATCHERY,SPRING CR    29.0159,WA,WILP,WILR,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00000853,,,,,,1,3,1952,19530303,19530303,3F21902  240356 R,3F21902  240356 H,3F42001  290159 S,G,H,,,0.9,,,,,,,0,80000,,,80000,B,,,,,,FORK CR      24.0356,FORKS CREEK HATCHERY,SPRING CR    29.0159,WA,WILP,WILR,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180990,12,,,,,1,1,2008,20100410,20100420,2FS  TOMMR0253,2FS  TOMMH0160,2FS  TOMMS0253,Y,H,P,,17.25,113,N,5000,24448,,,5000,862,,,25310,W,0.0353,30,820,,,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,N,,,,,,,,,,,,
